CODICE ESERCIZIO,tipo,provincia,comune,categoria,tipologia,denominazione,localita,frazione,indirizzo,cap,telefono,cellulare,fax,email,sito,n_camere,n_posti_letto,n_bagni,periodo_apertura,varie_centro_abitato,varie_zona_aereoporto,varie_zona_stazione_ff_ss,varie_in_campagna,varie_sul_mare,varie_sul_lago,varie_sul_fiume,varie_zona_imp_risalita,varie_interesse_storico,varie_villa,varie_castello,accessibile,ascensore,ristorante,ristorante_convenzionato,ristorante_vegetariano,tavola_calda,bar,giochi_bambini,sala_lettura,sala_tv,sala_tv_comune,parco_giardino,animali_domestici,servizio_congressi,servizio_congressi_min,servizio_congressi_max,accettazione_gruppi,accesso_mezzi_pubblici,accesso_mezzi_privati,parcheggio_non_custodito,garage,trasporto_clienti,pulizia_calzature,lavatura_stiratura,baby_sitting,altri_impianti_servizi,custodia_valori_cassaforte,custodia_val_cassetta_sicur,vasca_idromassaggio,doccia_idromassaggio,doccia_sauna,sauna_privata,palestra,impianti_termali,centro_benessere,spiaggia_riservata,discoteca,postazioni_internet,tv_satellitare,aria_condizionata,lingua_inglese,lingua_francese,lingua_spagnola,lingua_tedesca,altre_lingue,tennis,piscina_coperta,piscina_scoperta,golf,equitazione,vela,windsurf,sub,ricarica_bombole_sub,sci_nautico,sci_montano,ormeggio,altri_impianti_sportivi,american_express,carta_si,diners,eurocard_mastercard,jcb,visa,bancomat_pos,cirrus,maestro,altre_carte_credito
536,Alberghi,UDINE,LIGNANO SABBIADORO,2 Stelle **,Casa principale,PARIS MEUBLE',PINETA,-,"VIA DEI PINI, 22",33054,0431 422584,-,0431 422584,hotelparis@lignano.it,http://www.hotelparis.lignano.it,30,61,30,01.IV - 31.X,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,NO,NO,NO,NO,SI,NO,NO,SI,NO,SI,SI,NO,0,0,SI,NO,NO,SI,NO,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,NO,-
537,Alberghi,UDINE,LIGNANO SABBIADORO,1 Stella *,Casa principale,ORNELLA,SABBIADORO,-,"VIA ADRIATICA, 11",33054,0431 71262,-,0431 720133,hotel.ornella@virgilio.it,http://www.hotelpensioneornella.it,26,42,26,10.V - 18.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,NO,0,0,SI,NO,NO,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
538,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,ORCHIDEA,SABBIADORO,-,"VIA LATISANA, 122",33054,43171558,3388213094,43171558,info@hotel-orchidea.it,http://www.hotel-orchidea.it,20,43,20,20.IV - 30.X,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,NO,-
539,Alberghi,TRIESTE,TRIESTE,1 Stella *,Dipendenza,"PORTA CAVANA (DIPENDENZA ""1"")",-,-,"VIA SAN MICHELE, 9",34124,040 301313,-,040 3220262,hotelportacavana@libero.it,http://www.hotelportacavana.it,4,7,2,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,Non accessibile,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,0,0,SI,SI,NO,NO,NO,NO,NO,NO,NO,ARIA CONDIZIONATA SPAZI COMUNI,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
540,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,OLYMPIA,PINETA,-,"VIALE DELLE  PALME, 54",33054,0431 422468 - 422469,-,0431 427457,info@hotelolympia.it,http://www.hotelolympia.it,50,94,50,10.V - 15.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,SI,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,SI,NO,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
541,Alberghi,UDINE,LIGNANO SABBIADORO,2 Stelle **,Casa principale,OLD RIVER,RIVIERA,-,"VIALE ADRIATICO, 8",33054,0431 428534,-,0431 428444,info@hoteloldriver.it,http://www.hoteloldriver.it,50,91,50,01.V - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,0,0,SI,NO,NO,SI,NO,NO,NO,NO,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
542,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,NIAGARA,SABBIADORO,-,"VIA LUNGOMARE TRIESTE, 152/A",33054,0431 71745,335 8083362,0431 720641,niagara@gropo.it,http://www.hotelniagara.it,34,71,34,25.IV - 25.IX,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,NO,SI,NO,SI,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,NO,NO,SI,-
543,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,OASI,PINETA,-,"ARCO DEL GRECALE, 9/11",33054,0431 428816 - 423881,340 2789075,0431 428816,info@hotel.oasi.it,http://www.hotel-oasi.it,20,43,20,25.IV - 22.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,NO,SI,NO,0,0,SI,NO,SI,SI,NO,NO,NO,NO,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
545,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,NAZIONALE MEUBLE',PINETA,-,"ARCO DELLA PARANZA, 13/A",33054,0431 422511,329 9092012,0431 427185,info@hotelmeublenazionale.com,http://www.hotelmeublenazionale.com,40,78,40,24.IV - 17.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,NO,0,0,NO,NO,NO,SI,SI,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
546,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,MARINA UNO,RIVIERA,-,"VIALE ADRIATICO, 7",33054,0431 427171,-,0431 423729,info@hotelmarinauno.com,http://www.hotelmarinauno.com,88,192,88,01.V - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,SI,5,250,SI,SI,SI,SI,SI,SI,SI,SI,SI,-,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
547,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,MONACO,SABBIADORO,-,"VIALE GORIZIA, 24",33054,0431 71523,-,0431 366492,hotelmonaco@ltl.it,http://www.hotelmonaco.net,30,56,30,01.IV - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,SI,NO,NO,SI,NO,NO,NO,NO,NO,TV SATELLITARE,SI,NO,SI,NO,SI,NO,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,biciclette,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
548,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,MIRAMARE,SABBIADORO,-,"VIA AQUILEIA, 47/B",33054,0431 71260,-,0431 720051,info@miramare.com,http://www.miramare.com,53,112,53,01.IV - 26.IX,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,SI,NO,SI,SI,SI,SI,NO,NO,SI,NO,0,0,SI,SI,SI,SI,SI,SI,NO,SI,SI,"ANIMAZIONE, MINI CLUB",NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,SI,SI,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,BICICLETTE,NO,SI,NO,SI,SI,SI,SI,SI,SI,-
549,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,MINERVA MEUBLE',PINETA,-,"VIA ARCO DEL LIBECCIO, 47",33054,0431 428464,-,0431 428464,minerva@lignano.it,http://www.minerva-lignano.com,27,52,27,29.III - 29.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,SI,NO,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,SI,SI,SI,NO,SI,-
550,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,MIMOSA,PINETA,-,"CORSO DEGLI  ALISEI, 10",33054,0431 422171,333 3838001,0431 420782,info@hotelmimosa.com,http://www.hotelmimosa.com,31,57,31,01.III - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,SI,NO,NO,SI,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,SI,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,NO,NO,SI,rumeno,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,NO,-
551,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,MERIDIANUS,RIVIERA,-,"VIALE DELLA MUSICA, 1",33054,0431 428561,-,0431 428570,info@hotelmeridianus.it,http://www.hotelmeridianus.it,84,172,84,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,SI,NO,BICICLETTE,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,SI,SI,-,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
552,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,MEDUSA SPLENDID,PINETA,-,"VIA RAGGIO DELLO SCIROCCO, 33",33054,0431 422211,335 237601,0431 422251,info@hotelmedusa.it,http://www.hotelmedusa.it,56,126,56,17.V - 15.IX,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,SI,NO,NO,NO,SI,SI,NO,0,0,SI,NO,SI,SI,NO,NO,NO,SI,SI,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,SI,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,SI,SI,SI,SI,SI,-
553,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,MARIN,SABBIADORO,-,"VIA LUNGOMARE TRIESTE, 2",33054,0431 71283,-,0431 73290,info@hotelmarin.com,http://www.hotelmarin.com,75,149,75,01.V - 30.IX,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,SI,SI,NO,0,0,SI,SI,SI,SI,SI,SI,NO,SI,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,"SERBO, CROATO",NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
554,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,PASHA MEUBLE',SABBIADORO,-,"VIALE VENEZIA, 90",33054,0431 720511,335 7464152,0431 724645,info@hotelpasha.eu,http://www.hotelpasha.eu,31,75,31,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,NO,NO,NO,SI,NO,SI,SI,SI,NO,SI,NO,0,0,SI,NO,SI,SI,NO,NO,NO,NO,NO,WI FI in tutto l'albergo,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
555,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,LUNA,SABBIADORO,-,"VIA LUNGOMARE TRIESTE, 68",33054,0431 71490,-,0431 722625,info@hoteluna.com,http://www.hoteluna.com,42,90,42,20.IV - 22.IX,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,SI,SI,NO,SI,SI,NO,NO,SI,SI,SI,NO,0,0,SI,SI,SI,NO,NO,NO,NO,NO,NO,VENTILATORI IN OGNI CAMERA,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,lingua russa,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,SI,SI,SI,SI,SI,-
557,Alberghi,UDINE,LIGNANO SABBIADORO,2 Stelle **,Casa principale,LA PERLA,SABBIADORO,-,"VIA PADANA, 10",33054,0431 71445,338 8750678,0431 71539,info@hotelperlalignano.com,http://www.hotelperlalignano.com,24,50,24,01.IV - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,SI,NO,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,SI,NO,SI,SI,NO,SI,-
558,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,LA PIGNA,PINETA,-,"VIA DEI PINI, 9",33054,0431 428991,-,0431 429917,info@hotelapigna.it,http://www.hotelapigna.it,21,50,21,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,WI-FI,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BICICLETTE,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
559,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,LA LAMPARA,SABBIADORO,-,"VIALE GORIZIA, 3",33054,0431 71200,-,0431 720313,lampara@hotellampara.it,http://www.hotellampara.it,48,96,48,08.V - 22.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
560,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,LA PARIGINA,SABBIADORO,-,"VIALE  MIRAMARE, 12",33054,0431 71357,336 781813,0431 71357,info@laparigina.net,http://www.laparigina.net,28,52,28,01.V - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,SI,NO,SI,SI,SI,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,SI,NO,SI,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,SI,SI,NO,NO,-
561,Alberghi,UDINE,LIGNANO SABBIADORO,2 Stelle **,Casa principale,IRENE,PINETA,-,"VIA TARVISIO, 32",33054,0431 428906,338 4356857,0431 428906,info@hotelirene-lignano.com,http://www.hotelirene-lignano.com,16,35,16,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,NO,SI,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,NO,-
562,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,INTERNATIONAL,SABBIADORO,-,"VIA LUNGOMARE TRIESTE, 134/B",33054,0431 71151,-,0431 71152,info@hotelinternational.it,http://www.hotelinternational.it,74,144,74,09.V - 29.IX,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,0,0,SI,SI,SI,SI,SI,SI,NO,SI,SI,-,SI,SI,NO,NO,NO,SI,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,"RUSSO, POLACCO",NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,SI,SI,SI,NO,SI,-
563,Alberghi,UDINE,LIGNANO SABBIADORO,2 Stelle **,Casa principale,IMPERIA,SABBIADORO,-,"VIALE DEI PLATANI, 80",33054,0431 71331,-,0431 721185,info@pensioneimperia.it,http://www.pensioneimperia.com,14,24,14,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,0,0,SI,NO,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,SI,SI,SI,SI,SI,-
564,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,HELVETIA,PINETA,-,"CORSO  DEGLI ALISEI, 9",33054,0431 422193,-,0431 423366,info@hotelhelvetialignano.com,http://www.hotelhelvetialignano.com,50,95,50,08.V - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,SI,SI,NO,NO,NO,SI,SI,NO,SI,NO,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,SI,SI,SI,SI,SI,-
565,Alberghi,UDINE,LIGNANO SABBIADORO,1 Stella *,Casa principale,GLORIA,SABBIADORO,-,"VIA TIROLO, 7/B",33054,0431 71892,335 386004,0431 73669,hotelgloria@lignano.it,,33,66,33,11.V - 14.IX,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,SI,SI,SI,NO,NO,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,SERVIZIO BICICLETTE,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,NO,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SERVIZIO BICICLETTE  POSTI AUTO NUMERATI TOTALE 45,NO,NO,NO,SI,NO,SI,SI,NO,NO,-
566,Alberghi,UDINE,LIGNANO SABBIADORO,1 Stella *,Casa principale,GIARDINO,PINETA,-,"VIA TARVISIO, 7",33054,0431 422306,-,0431 423856,pensionegiardino@libero.it,,13,25,12,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,NO,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,SI,SI,SI,NO,-
567,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,GARDEN,SABBIADORO,-,"VIA SABBIADORO, 19",33054,0431 71639,-,0431 721369,info@hotelgardenlignano.it,http://www.hotelgardenlignano.it,27,68,27,10.V - 15.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,NO,0,0,SI,NO,SI,SI,NO,SI,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BICICLETTE  WI-FI,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
568,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,PLAYA GRAND HOTEL,SABBIADORO,-,"VIA LUNGOMARE TRIESTE, 128",33054,0431 71071,-,0431 71072,mail@playa.it,http://www.playa.it,83,193,83,08.V - 22.IX,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,NO,SI,SI,10,80,SI,NO,SI,NO,SI,NO,SI,SI,SI,-,NO,SI,NO,NO,NO,NO,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
569,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,FRIULI,PINETA,-,"VIA DEI PINI, 11",33054,0431 428683,-,0431 423396,info@hotelfriuli.it,http://www.hotelfriuli.it,18,34,18,23.IV - 30.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,NO,0,0,SI,NO,SI,SI,SI,SI,NO,NO,NO,WI-FI,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,BICICLETTE,NO,SI,NO,NO,NO,SI,SI,NO,SI,-
570,Alberghi,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,FRA I PINI,PINETA,-,"VIA GIARDINI, 16/18",33054,0431 423015,335 6008473,0431 428973,info@fraipini.it,http://www.fraipini.it,26,56,27,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,SI,NO,SI,0,0,SI,SI,SI,SI,NO,SI,SI,SI,SI,-,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,"CONVENZIONATO GOLF  CLUB LIGNANO, GLOF CLUB JESOLO, GOLF CLUB UDINE E GOLF CLUB GRADO",SI,SI,SI,SI,NO,SI,SI,SI,SI,-
571,Alberghi,UDINE,LIGNANO SABBIADORO,1 Stella *,Casa principale,FRANCA,SABBIADORO,-,"LUNGOMARE TRIESTE, 118",33054,0431 71371,-,0431 521686,franca@lignano.it,http://www.hotelvillafranca.it,27,54,27,01.IV - 30.X,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,0,0,SI,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
572,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,FLORIDA,SABBIADORO,-,"VIA DELL'ARENILE, 22-24",33054,0431 720101,348 8083564,0431 71222,mail@hotelflorida.net,http://www.hotelflorida.net,62,150,62,01.IV - 20.X,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,NO,SI,SI,0,40,SI,SI,SI,SI,SI,SI,SI,SI,SI,"bagno turco, miniclub",NO,NO,SI,NO,NO,SI,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
